Date,Median_Listing_Price,State
2016-01,189900,South Dakota
2016-01,179900,Tennessee
2016-01,250000,Texas
2016-01,294900,Utah
2016-01,232500,Vermont
2016-01,264887,Virginia
2016-01,284950,Washington
2016-01,149900,West Virginia
2016-01,169900,Wisconsin
2016-01,235000,Wyoming
2016-02,169900,Alabama
2016-02,274500,Alaska
2016-02,249000,Arizona
2016-02,149900,Arkansas
2016-02,449900,California
2016-02,365000,Colorado
2016-02,279900,Connecticut
2016-02,265000,Delaware
2016-02,509000,District of Columbia
2016-02,249950,Florida
2016-02,195000,Georgia
2016-02,535000,Hawaii
2016-02,225572,Idaho
2016-02,189000,Illinois
2016-02,130900,Indiana
2016-02,149900,Iowa
2016-02,149900,Kansas
2016-02,149999,Kentucky
2016-02,189900,Louisiana
2016-02,197900,Maine
2016-02,260000,Maryland
2016-02,359900,Massachusetts
2016-02,130000,Michigan
2016-02,219900,Minnesota
2016-02,155000,Mississippi
2016-02,141900,Missouri
2016-02,288800,Montana
2016-02,167000,Nebraska
2016-02,234844,Nevada
2016-02,242500,New Hampshire
2016-02,278900,New Jersey
2016-02,204900,New Mexico
2016-02,339000,New York
2016-02,219000,North Carolina
2016-02,129900,Ohio
2016-02,163000,Oklahoma
2016-02,289900,Oregon
2016-02,167900,Pennsylvania
2016-02,259000,Rhode Island
2016-02,215000,South Carolina
2016-02,190000,South Dakota
2016-02,179900,Tennessee
2016-02,244900,Texas
2016-02,294425,Utah
2016-02,231059,Vermont
2016-02,259900,Virginia
2016-02,285000,Washington
2016-02,149900,West Virginia
2016-02,169900,Wisconsin
2016-02,235000,Wyoming
2016-03,174118,Alabama
2016-03,275000,Alaska
2016-03,249900,Arizona
2016-03,150000,Arkansas
2016-03,459999,California
2016-03,369995,Colorado
2016-03,289000,Connecticut
2016-03,268900,Delaware
2016-03,519825,District of Columbia
2016-03,252360,Florida
2016-03,199900,Georgia
2016-03,559000,Hawaii
2016-03,225495,Idaho
2016-03,199500,Illinois
2016-03,135000,Indiana
2016-03,155000,Iowa
2016-03,155000,Kansas
2016-03,154500,Kentucky
2016-03,194500,Louisiana
2016-03,199900,Maine
2016-03,274900,Maryland
2016-03,379000,Massachusetts
2016-03,139000,Michigan
2016-03,229000,Minnesota
2016-03,159000,Mississippi
2016-03,148900,Missouri
2016-03,288500,Montana
2016-03,175000,Nebraska
2016-03,239900,Nevada
2016-03,249900,New Hampshire
2016-03,288000,New Jersey
2016-03,210000,New Mexico
2016-03,329999,New York
2016-03,221536.5,North Carolina
2016-03,134900,Ohio
2016-03,165579,Oklahoma
2016-03,299000,Oregon
2016-03,174900,Pennsylvania
2016-03,265000,Rhode Island
2016-03,219093.5,South Carolina
2016-03,194900,South Dakota
2016-03,180000,Tennessee
2016-03,249900,Texas
2016-03,299000,Utah
2016-03,235000,Vermont
2016-03,275000,Virginia
2016-03,289950,Washington
2016-03,152000,West Virginia
2016-03,174000,Wisconsin
2016-03,235540,Wyoming
2016-04,177645,Alabama
2016-04,279900,Alaska
2016-04,254000,Arizona
2016-04,151425,Arkansas
2016-04,475000,California
2016-04,374900,Colorado
2016-04,295000,Connecticut
2016-04,269900,Delaware
2016-04,549700,District of Columbia
2016-04,259000,Florida
2016-04,206505,Georgia
2016-04,569000,Hawaii
2016-04,231593.5,Idaho
2016-04,207260,Illinois
2016-04,139900,Indiana
2016-04,159500,Iowa
2016-04,159900,Kansas
2016-04,159472.5,Kentucky
2016-04,199000,Louisiana
2016-04,210000,Maine
2016-04,285000,Maryland
2016-04,389900,Massachusetts
2016-04,144900,Michigan
2016-04,229850,Minnesota
2016-04,159900,Mississippi
2016-04,153000,Missouri
2016-04,289000,Montana
2016-04,179900,Nebraska
2016-04,245000,Nevada
2016-04,254900,New Hampshire
2016-04,299000,New Jersey
2016-04,212500,New Mexico
2016-04,347997.5,New York
2016-04,225000,North Carolina
2016-04,139900,Ohio
2016-04,169000,Oklahoma
2016-04,3.00E+05,Oregon
2016-04,179000,Pennsylvania
2016-04,269900,Rhode Island
2016-04,219900,South Carolina
2016-04,199900,South Dakota
2016-04,189900,Tennessee
2016-04,250000,Texas
2016-04,298416,Utah
2016-04,238950,Vermont
2016-04,285900,Virginia
2016-04,299000,Washington
2016-04,156900,West Virginia
2016-04,178500,Wisconsin
2016-04,238000,Wyoming
2016-05,178075,Alabama
2016-05,279825,Alaska
2016-05,255000,Arizona
2016-05,155900,Arkansas
2016-05,479900,California
2016-05,375000,Colorado
2016-05,299900,Connecticut
2016-05,269900,Delaware
2016-05,549900,District of Columbia
2016-05,258730,Florida
2016-05,212200,Georgia
2016-05,570000,Hawaii
2016-05,239900,Idaho
2016-05,209900,Illinois
2016-05,142900,Indiana
2016-05,159900,Iowa
2016-05,159900,Kansas
2016-05,159900,Kentucky
2016-05,199000,Louisiana
2016-05,217500,Maine
2016-05,289900,Maryland
2016-05,395000,Massachusetts
2016-05,149900,Michigan
2016-05,229000,Minnesota
2016-05,162000,Mississippi
2016-05,154900,Missouri
2016-05,290000,Montana
2016-05,180000,Nebraska
2016-05,249900,Nevada
2016-05,259000,New Hampshire
2016-05,299900,New Jersey
2016-05,215400,New Mexico
2016-05,339000,New York
2016-05,228000,North Carolina
2016-05,143900,Ohio
2016-05,169900,Oklahoma
2016-05,315000,Oregon
2016-05,179900,Pennsylvania
2016-05,279000,Rhode Island
2016-05,219900,South Carolina
2016-05,2.00E+05,South Dakota
2016-05,194900,Tennessee
2016-05,255000,Texas
2016-05,299000,Utah
2016-05,239000,Vermont
2016-05,289900,Virginia
2016-05,304900,Washington
2016-05,159000,West Virginia
2016-05,179900,Wisconsin
2016-05,239900,Wyoming
2016-06,179000,Alabama
2016-06,279900,Alaska
2016-06,257990,Arizona
2016-06,157000,Arkansas
2016-06,485000,California
2016-06,375000,Colorado
2016-06,299900,Connecticut
2016-06,269900,Delaware
2016-06,559900,District of Columbia
2016-06,259000,Florida
2016-06,215000,Georgia
2016-06,585000,Hawaii
2016-06,245000,Idaho
2016-06,209900,Illinois
2016-06,144900,Indiana
2016-06,163000,Iowa
2016-06,160000,Kansas
2016-06,162500,Kentucky
2016-06,199500,Louisiana
2016-06,216911.5,Maine
2016-06,289900,Maryland
2016-06,398900,Massachusetts
2016-06,150000,Michigan
2016-06,229900,Minnesota
2016-06,164500,Mississippi
2016-06,155000,Missouri
2016-06,292000,Montana
2016-06,177000,Nebraska
2016-06,251300,Nevada
2016-06,259900,New Hampshire
2016-06,299900,New Jersey
2016-06,219000,New Mexico
2016-06,339900,New York
2016-06,229000,North Carolina
2016-06,144900,Ohio
2016-06,172000,Oklahoma
2016-06,319900,Oregon
2016-06,184900,Pennsylvania
2016-06,279000,Rhode Island
2016-06,222990,South Carolina
2016-06,205000,South Dakota
2016-06,196850,Tennessee
2016-06,255900,Texas
2016-06,299000,Utah
2016-06,239600,Vermont
2016-06,289900,Virginia
2016-06,314900,Washington
2016-06,159500,West Virginia
2016-06,184900,Wisconsin
2016-06,243500,Wyoming
2016-07,178500,Alabama
2016-07,279000,Alaska
2016-07,255000,Arizona
2016-07,158500,Arkansas
2016-07,485000,California
2016-07,375000,Colorado
2016-07,299900,Connecticut
2016-07,274900,Delaware
2016-07,565000,District of Columbia
2016-07,259000,Florida
2016-07,215000,Georgia
2016-07,588000,Hawaii
2016-07,245990,Idaho
2016-07,205000,Illinois
2016-07,145000,Indiana
2016-07,162500,Iowa
2016-07,159900,Kansas
2016-07,164500,Kentucky
2016-07,199000,Louisiana
2016-07,219000,Maine
2016-07,289000,Maryland
2016-07,389900,Massachusetts
2016-07,151900,Michigan
2016-07,229700,Minnesota
2016-07,164900,Mississippi
2016-07,154900,Missouri
2016-07,292500,Montana
2016-07,178500,Nebraska
2016-07,255000,Nevada
2016-07,263900,New Hampshire
2016-07,299800,New Jersey
2016-07,219500,New Mexico
2016-07,325000,New York
2016-07,229000,North Carolina
2016-07,144900,Ohio
2016-07,172500,Oklahoma
2016-07,324900,Oregon
2016-07,179900,Pennsylvania
2016-07,279900,Rhode Island
2016-07,224900,South Carolina
2016-07,202000,South Dakota
2016-07,199900,Tennessee
2016-07,255990,Texas
2016-07,299000,Utah
2016-07,239900,Vermont
2016-07,285000,Virginia
2016-07,315000,Washington
2016-07,157000,West Virginia
2016-07,184900,Wisconsin
2016-07,244400,Wyoming
2016-08,175900,Alabama
2016-08,279000,Alaska
2016-08,254543,Arizona
2016-08,155000,Arkansas
2016-08,479900,California
2016-08,374900,Colorado
2016-08,299000,Connecticut
2016-08,275000,Delaware
2016-08,549900,District of Columbia
2016-08,255000,Florida
2016-08,211630,Georgia
2016-08,585000,Hawaii
2016-08,245000,Idaho
2016-08,199900,Illinois
2016-08,142900,Indiana
2016-08,159900,Iowa
2016-08,155000,Kansas
2016-08,159900,Kentucky
2016-08,199000,Louisiana
2016-08,219000,Maine
2016-08,284900,Maryland
2016-08,384900,Massachusetts
2016-08,150000,Michigan
2016-08,225000,Minnesota
2016-08,162500,Mississippi
2016-08,152900,Missouri
2016-08,295000,Montana
2016-08,172000,Nebraska
2016-08,256900,Nevada
2016-08,259900,New Hampshire
2016-08,295000,New Jersey
2016-08,219500,New Mexico
2016-08,319999,New York
2016-08,229000,North Carolina
2016-08,139900,Ohio
2016-08,170180.5,Oklahoma
2016-08,324900,Oregon
2016-08,175000,Pennsylvania
2016-08,275000,Rhode Island
2016-08,219900,South Carolina
2016-08,199900,South Dakota
2016-08,199500,Tennessee
2016-08,254995,Texas
2016-08,299000,Utah
2016-08,239000,Vermont
2016-08,279900,Virginia
2016-08,315000,Washington
2016-08,155000,West Virginia
2016-08,184000,Wisconsin
2016-08,240000,Wyoming
2016-09,175000,Alabama
2016-09,279000,Alaska
2016-09,255000,Arizona
2016-09,154500,Arkansas
2016-09,479900,California
2016-09,375000,Colorado
2016-09,299000,Connecticut
2016-09,272630.5,Delaware
2016-09,549000,District of Columbia
2016-09,259900,Florida
2016-09,210000,Georgia
2016-09,589000,Hawaii
2016-09,247900,Idaho
2016-09,199500,Illinois
2016-09,140000,Indiana
2016-09,159500,Iowa
2016-09,152000,Kansas
2016-09,159900,Kentucky
2016-09,198000,Louisiana
2016-09,219900,Maine
2016-09,285000,Maryland
2016-09,389900,Massachusetts
2016-09,149900,Michigan
2016-09,225000,Minnesota
2016-09,159900,Mississippi
2016-09,150930,Missouri
2016-09,295000,Montana
2016-09,170000,Nebraska
2016-09,259900,Nevada
2016-09,259900,New Hampshire
2016-09,295000,New Jersey
2016-09,218000,New Mexico
2016-09,320000,New York
2016-09,229000,North Carolina
2016-09,139900,Ohio
2016-09,170155,Oklahoma
2016-09,325000,Oregon
2016-09,176750,Pennsylvania
2016-09,275000,Rhode Island
2016-09,219900,South Carolina
2016-09,199900,South Dakota
2016-09,199500,Tennessee
2016-09,253760,Texas
2016-09,299900,Utah
2016-09,239000,Vermont
2016-09,279900,Virginia
2016-09,315000,Washington
2016-09,152500,West Virginia
2016-09,179900,Wisconsin
2016-09,242000,Wyoming
2016-10,174900,Alabama
2016-10,275000,Alaska
2016-10,255000,Arizona
2016-10,152500,Arkansas
2016-10,479800,California
2016-10,375000,Colorado
2016-10,299000,Connecticut
2016-10,269900,Delaware
2016-10,550000,District of Columbia
2016-10,260000,Florida
2016-10,212000,Georgia
2016-10,585000,Hawaii
2016-10,248500,Idaho
2016-10,197500,Illinois
2016-10,140700,Indiana
2016-10,159500,Iowa
2016-10,150000,Kansas
2016-10,159900,Kentucky
2016-10,199000,Louisiana
2016-10,219750,Maine
2016-10,289000,Maryland
2016-10,394900,Massachusetts
2016-10,149900,Michigan
2016-10,225000,Minnesota
2016-10,161800,Mississippi
2016-10,151340,Missouri
2016-10,294500,Montana
2016-10,172500,Nebraska
2016-10,259900,Nevada
2016-10,259900,New Hampshire
2016-10,289900,New Jersey
2016-10,219000,New Mexico
2016-10,320000,New York
2016-10,229500,North Carolina
2016-10,139900,Ohio
2016-10,170000,Oklahoma
2016-10,325000,Oregon
2016-10,179900,Pennsylvania
2016-10,274900,Rhode Island
2016-10,219900,South Carolina
2016-10,199900,South Dakota
2016-10,199500,Tennessee
2016-10,257640,Texas
2016-10,299500,Utah
2016-10,239000,Vermont
2016-10,277990,Virginia
2016-10,315900,Washington
2016-10,149999,West Virginia
2016-10,179900,Wisconsin
2016-10,239900,Wyoming
2016-11,175000,Alabama
2016-11,273900,Alaska
2016-11,255000,Arizona
2016-11,149900,Arkansas
2016-11,475000,California
2016-11,375000,Colorado
2016-11,298726,Connecticut
2016-11,268990,Delaware
2016-11,549000,District of Columbia
2016-11,260900,Florida
2016-11,210000,Georgia
2016-11,590000,Hawaii
2016-11,247953,Idaho
2016-11,189900,Illinois
2016-11,140000,Indiana
2016-11,154900,Iowa
2016-11,149900,Kansas
2016-11,159900,Kentucky
2016-11,197000,Louisiana
2016-11,219000,Maine
2016-11,285000,Maryland
2016-11,389900,Massachusetts
2016-11,149000,Michigan
2016-11,225000,Minnesota
2016-11,163900,Mississippi
2016-11,150000,Missouri
2016-11,290000,Montana
2016-11,171950,Nebraska
2016-11,259997,Nevada
2016-11,259900,New Hampshire
2016-11,281500,New Jersey
2016-11,210950,New Mexico
2016-11,329000,New York
2016-11,229000,North Carolina
2016-11,138000,Ohio
2016-11,171260,Oklahoma
2016-11,324900,Oregon
2016-11,174900,Pennsylvania
2016-11,269900,Rhode Island
2016-11,219900,South Carolina
2016-11,2.00E+05,South Dakota
2016-11,199500,Tennessee
2016-11,250000,Texas
2016-11,299900,Utah
2016-11,239000,Vermont
2016-11,274950,Virginia
2016-11,314900,Washington
2016-11,149900,West Virginia
2016-11,179900,Wisconsin
2016-11,238100,Wyoming
2016-12,174900,Alabama
2016-12,269900,Alaska
2016-12,254900,Arizona
2016-12,149900,Arkansas
2016-12,465000,California
2016-12,375000,Colorado
2016-12,289900,Connecticut
2016-12,266421.5,Delaware
2016-12,549000,District of Columbia
2016-12,264900,Florida
2016-12,208900,Georgia
2016-12,595000,Hawaii
2016-12,249500,Idaho
2016-12,185000,Illinois
2016-12,139900,Indiana
2016-12,150000,Iowa
2016-12,145000,Kansas
2016-12,159900,Kentucky
2016-12,197000,Louisiana
2016-12,210000,Maine
2016-12,275461,Maryland
2016-12,384900,Massachusetts
2016-12,145000,Michigan
2016-12,224900,Minnesota
2016-12,160000,Mississippi
2016-12,149900,Missouri
2016-12,294000,Montana
2016-12,169900,Nebraska
2016-12,260000,Nevada
2016-12,259900,New Hampshire
2016-12,275000,New Jersey
2016-12,210000,New Mexico
2016-12,328990.5,New York
2016-12,229000,North Carolina
2016-12,134900,Ohio
2016-12,173405,Oklahoma
2016-12,322250,Oregon
2016-12,170000,Pennsylvania
2016-12,269900,Rhode Island
2016-12,219000,South Carolina
2016-12,203350,South Dakota
2016-12,199000,Tennessee
2016-12,249995,Texas
2016-12,305000,Utah
2016-12,239000,Vermont
2016-12,269900,Virginia
2016-12,309000,Washington
2016-12,149000,West Virginia
2016-12,178900,Wisconsin
2016-12,235000,Wyoming
2017-01,174900,Alabama
2017-01,265000,Alaska
2017-01,255000,Arizona
2017-01,149900,Arkansas
2017-01,468000,California
2017-01,377779.5,Colorado
2017-01,289500,Connecticut
2017-01,264900,Delaware
2017-01,546000,District of Columbia
2017-01,269900,Florida
2017-01,209900,Georgia
2017-01,599000,Hawaii
2017-01,249900,Idaho
2017-01,185000,Illinois
2017-01,139900,Indiana
2017-01,154900,Iowa
2017-01,145000,Kansas
2017-01,159000,Kentucky
2017-01,195000,Louisiana
2017-01,209000,Maine
2017-01,274900,Maryland
2017-01,379900,Massachusetts
2017-01,144700,Michigan
2017-01,219900,Minnesota
2017-01,159999,Mississippi
2017-01,149900,Missouri
2017-01,289900,Montana
2017-01,172900,Nebraska
2017-01,262900,Nevada
2017-01,259900,New Hampshire
2017-01,272000,New Jersey
2017-01,209500,New Mexico
2017-01,339000,New York
2017-01,225900,North Carolina
2017-01,134900,Ohio
2017-01,170000,Oklahoma
2017-01,320000,Oregon
2017-01,169900,Pennsylvania
2017-01,265000,Rhode Island
2017-01,219000,South Carolina
2017-01,202250,South Dakota
2017-01,195902,Tennessee
2017-01,249900,Texas
2017-01,305000,Utah
2017-01,239000,Vermont
2017-01,268990,Virginia
2017-01,305000,Washington
2017-01,145000,West Virginia
2017-01,175000,Wisconsin
2017-01,232500,Wyoming
2017-02,178000,Alabama
2017-02,266950,Alaska
2017-02,259900,Arizona
2017-02,150975,Arkansas
2017-02,475000,California
2017-02,385000,Colorado
2017-02,297500,Connecticut
2017-02,265000,Delaware
2017-02,539000,District of Columbia
2017-02,273990,Florida
2017-02,212544,Georgia
2017-02,595000,Hawaii
2017-02,250900,Idaho
2017-02,197900,Illinois
2017-02,140000,Indiana
2017-02,159900,Iowa
2017-02,149900,Kansas
2017-02,159900,Kentucky
2017-02,194900,Louisiana
2017-02,210000,Maine
2017-02,279900,Maryland
2017-02,389900,Massachusetts
2017-02,149900,Michigan
2017-02,235000,Minnesota
2017-02,162900,Mississippi
2017-02,150900,Missouri
2017-02,289900,Montana
2017-02,176250,Nebraska
2017-02,265000,Nevada
2017-02,264900,New Hampshire
2017-02,275000,New Jersey
2017-02,209900,New Mexico
2017-02,349000,New York
2017-02,229900,North Carolina
2017-02,136900,Ohio
2017-02,170000,Oklahoma
2017-02,325000,Oregon
2017-02,174900,Pennsylvania
2017-02,274900,Rhode Island
2017-02,220000,South Carolina
2017-02,205900,South Dakota
2017-02,199900,Tennessee
2017-02,255000,Texas
2017-02,309900,Utah
2017-02,239000,Vermont
2017-02,274999,Virginia
2017-02,315000,Washington
2017-02,149000,West Virginia
2017-02,179900,Wisconsin
2017-02,232000,Wyoming
2017-03,179999,Alabama
2017-03,270000,Alaska
2017-03,260000,Arizona
2017-03,155000,Arkansas
2017-03,494500,California
2017-03,390000,Colorado
2017-03,299900,Connecticut
2017-03,269900,Delaware
2017-03,549000,District of Columbia
2017-03,275000,Florida
2017-03,220397,Georgia
2017-03,595000,Hawaii
2017-03,253995,Idaho
2017-03,209500,Illinois
2017-03,149900,Indiana
2017-03,164900,Iowa
2017-03,159900,Kansas
2017-03,165000,Kentucky
2017-03,198000,Louisiana
2017-03,219000,Maine
2017-03,291500,Maryland
2017-03,409900,Massachusetts
2017-03,155000,Michigan
2017-03,240000,Minnesota
2017-03,169000,Mississippi
2017-03,159500,Missouri
2017-03,290000,Montana
2017-03,185000,Nebraska
2017-03,269900,Nevada
2017-03,269900,New Hampshire
2017-03,289000,New Jersey
2017-03,214900,New Mexico
2017-03,349900,New York
2017-03,235000,North Carolina
2017-03,144900,Ohio
2017-03,172900,Oklahoma
2017-03,329900,Oregon
2017-03,189000,Pennsylvania
2017-03,279300,Rhode Island
2017-03,225000,South Carolina
2017-03,209000,South Dakota
2017-03,208900,Tennessee
2017-03,263837.5,Texas
2017-03,315000,Utah
2017-03,239000,Vermont
2017-03,289000,Virginia
2017-03,329000,Washington
2017-03,149900,West Virginia
2017-03,184900,Wisconsin
2017-03,235000,Wyoming
2017-04,189900,Alabama
2017-04,275000,Alaska
2017-04,267000,Arizona
2017-04,159500,Arkansas
2017-04,499900,California
2017-04,399000,Colorado
2017-04,310000,Connecticut
2017-04,271900,Delaware
2017-04,550000,District of Columbia
2017-04,279000,Florida
2017-04,229900,Georgia
2017-04,599000,Hawaii
2017-04,264900,Idaho
2017-04,215900,Illinois
2017-04,159900,Indiana
2017-04,169900,Iowa
2017-04,167009.5,Kansas
2017-04,169900,Kentucky
2017-04,2.00E+05,Louisiana
2017-04,225000,Maine
2017-04,299900,Maryland
2017-04,421900,Massachusetts
2017-04,161000,Michigan
2017-04,245000,Minnesota
2017-04,172955.5,Mississippi
2017-04,164900,Missouri
2017-04,295000,Montana
2017-04,191955,Nebraska
2017-04,270000,Nevada
2017-04,274900,New Hampshire
2017-04,299000,New Jersey
2017-04,217000,New Mexico
2017-04,349990,New York
2017-04,245000,North Carolina
2017-04,149900,Ohio
2017-04,175000,Oklahoma
2017-04,340000,Oregon
2017-04,195000,Pennsylvania
2017-04,289900,Rhode Island
2017-04,229900,South Carolina
2017-04,209999.5,South Dakota
2017-04,214900,Tennessee
2017-04,269900,Texas
2017-04,320000,Utah
2017-04,239900,Vermont
2017-04,299000,Virginia
2017-04,338000,Washington
2017-04,151500,West Virginia
2017-04,189900,Wisconsin
2017-04,237000,Wyoming
2017-05,189900,Alabama
2017-05,279000,Alaska
2017-05,269500,Arizona
2017-05,159900,Arkansas
2017-05,499999,California
2017-05,399900,Colorado
2017-05,319000,Connecticut
2017-05,272900,Delaware
2017-05,560000,District of Columbia
2017-05,279900,Florida
2017-05,232140,Georgia
2017-05,599900,Hawaii
2017-05,269900,Idaho
2017-05,219900,Illinois
2017-05,164900,Indiana
2017-05,174900,Iowa
2017-05,173500,Kansas
2017-05,173900,Kentucky
2017-05,205500,Louisiana
2017-05,229000,Maine
2017-05,309000,Maryland
2017-05,429000,Massachusetts
2017-05,169000,Michigan
2017-05,249900,Minnesota
2017-05,175000,Mississippi
2017-05,168500,Missouri
2017-05,299000,Montana
2017-05,199000,Nebraska
2017-05,279000,Nevada
2017-05,278692.5,New Hampshire
2017-05,299992,New Jersey
2017-05,220000,New Mexico
2017-05,349000,New York
2017-05,249000,North Carolina
2017-05,154900,Ohio
2017-05,179000,Oklahoma
2017-05,349900,Oregon
2017-05,195000,Pennsylvania
2017-05,299000,Rhode Island
2017-05,230000,South Carolina
2017-05,212000,South Dakota
2017-05,219900,Tennessee
2017-05,272000,Texas
2017-05,325000,Utah
2017-05,245000,Vermont
2017-05,299900,Virginia
2017-05,349000,Washington
2017-05,155000,West Virginia
2017-05,195000,Wisconsin
2017-05,239000,Wyoming
2017-06,189900,Alabama
2017-06,276000,Alaska
2017-06,269000,Arizona
2017-06,160000,Arkansas
2017-06,499900,California
2017-06,4.00E+05,Colorado
2017-06,319000,Connecticut
2017-06,275000,Delaware
2017-06,565950,District of Columbia
2017-06,279900.5,Florida
2017-06,235000,Georgia
2017-06,610000,Hawaii
2017-06,272900,Idaho
2017-06,224900,Illinois
2017-06,165000,Indiana
2017-06,175000,Iowa
2017-06,174900,Kansas
2017-06,172900,Kentucky
2017-06,205000,Louisiana
2017-06,230000,Maine
2017-06,307500,Maryland
2017-06,429000,Massachusetts
2017-06,169900,Michigan
2017-06,249900,Minnesota
2017-06,175000,Mississippi
2017-06,169900,Missouri
2017-06,299900,Montana
2017-06,197000,Nebraska
2017-06,284990,Nevada
2017-06,279900,New Hampshire
2017-06,3.00E+05,New Jersey
2017-06,222250,New Mexico
2017-06,344999.5,New York
2017-06,249900,North Carolina
2017-06,155900,Ohio
2017-06,179900,Oklahoma
2017-06,353990,Oregon
2017-06,194900,Pennsylvania
2017-06,299900,Rhode Island
2017-06,233900,South Carolina
2017-06,214500,South Dakota
2017-06,223400,Tennessee
2017-06,274644.5,Texas
2017-06,329000,Utah
2017-06,246500,Vermont
2017-06,299990,Virginia
2017-06,350000,Washington
2017-06,155000,West Virginia
2017-06,199500,Wisconsin
2017-06,239900,Wyoming
2017-07,190000,Alabama
2017-07,275000,Alaska
2017-07,269000,Arizona
2017-07,164500,Arkansas
2017-07,499950,California
2017-07,406500,Colorado
2017-07,315000,Connecticut
2017-07,275900,Delaware
2017-07,549999.5,District of Columbia
2017-07,279999,Florida
2017-07,235000,Georgia
2017-07,6.00E+05,Hawaii
2017-07,274900,Idaho
2017-07,219900,Illinois
2017-07,165900,Indiana
2017-07,174500,Iowa
2017-07,169900,Kansas
2017-07,173500,Kentucky
2017-07,205000,Louisiana
2017-07,234000,Maine
2017-07,309000,Maryland
2017-07,424900,Massachusetts
2017-07,169900,Michigan
2017-07,249900,Minnesota
2017-07,175000,Mississippi
2017-07,169900,Missouri
2017-07,3.00E+05,Montana
2017-07,196950,Nebraska
2017-07,289900,Nevada
2017-07,279900,New Hampshire
2017-07,299999,New Jersey
2017-07,224650,New Mexico
2017-07,339900,New York
2017-07,249900,North Carolina
2017-07,155000,Ohio
2017-07,179900,Oklahoma
2017-07,357995,Oregon
2017-07,194500,Pennsylvania
2017-07,299000,Rhode Island
2017-07,234900,South Carolina
2017-07,215000,South Dakota
2017-07,224990,Tennessee
2017-07,270000,Texas
2017-07,329500,Utah
2017-07,247500,Vermont
2017-07,299900,Virginia
2017-07,350000,Washington
2017-07,155000,West Virginia
2017-07,198000,Wisconsin
2017-07,242500,Wyoming
2017-08,189900,Alabama
2017-08,275000,Alaska
2017-08,269000,Arizona
2017-08,162000,Arkansas
2017-08,499900,California
2017-08,403900,Colorado
2017-08,305000,Connecticut
2017-08,279000,Delaware
2017-08,529000,District of Columbia
2017-08,279900,Florida
2017-08,235000,Georgia
2017-08,599250,Hawaii
2017-08,269900,Idaho
2017-08,215000,Illinois
2017-08,164900,Indiana
2017-08,169900,Iowa
2017-08,165000,Kansas
2017-08,170000,Kentucky
2017-08,203500,Louisiana
2017-08,229900,Maine
2017-08,3.00E+05,Maryland
2017-08,419000,Massachusetts
2017-08,169900,Michigan
2017-08,247000,Minnesota
2017-08,174900,Mississippi
2017-08,169900,Missouri
2017-08,299900,Montana
2017-08,195000,Nebraska
2017-08,290000,Nevada
2017-08,279000,New Hampshire
2017-08,299000,New Jersey
2017-08,223000,New Mexico
2017-08,329900,New York
2017-08,249500,North Carolina
2017-08,155000,Ohio
2017-08,179000,Oklahoma
2017-08,350000,Oregon
2017-08,189900,Pennsylvania
2017-08,299000,Rhode Island
2017-08,234900,South Carolina
2017-08,214500,South Dakota
2017-08,224900,Tennessee
2017-08,269900,Texas
2017-08,328935,Utah
2017-08,246500,Vermont
2017-08,295000,Virginia
2017-08,350000,Washington
2017-08,153000,West Virginia
2017-08,196900,Wisconsin
2017-08,239900,Wyoming
2017-09,193900,Alabama
2017-09,275000,Alaska
2017-09,269900,Arizona
2017-09,164900,Arkansas
2017-09,499950,California
2017-09,408597,Colorado
2017-09,309900,Connecticut
2017-09,277900,Delaware
2017-09,550000,District of Columbia
2017-09,283990,Florida
2017-09,236900,Georgia
2017-09,599000,Hawaii
2017-09,269000,Idaho
2017-09,214900,Illinois
2017-09,167500,Indiana
2017-09,169000,Iowa
2017-09,169900,Kansas
2017-09,169900,Kentucky
2017-09,203500,Louisiana
2017-09,230000,Maine
2017-09,303000,Maryland
2017-09,419900,Massachusetts
2017-09,169900,Michigan
2017-09,249000,Minnesota
2017-09,175000,Mississippi
2017-09,169900,Missouri
2017-09,299500,Montana
2017-09,198000,Nebraska
2017-09,295000,Nevada
2017-09,279000,New Hampshire
2017-09,299000,New Jersey
2017-09,222900,New Mexico
2017-09,339000,New York
2017-09,249900,North Carolina
2017-09,154900,Ohio
2017-09,179900,Oklahoma
2017-09,353992.5,Oregon
2017-09,189900,Pennsylvania
2017-09,299000,Rhode Island
2017-09,239000,South Carolina
2017-09,215000,South Dakota
2017-09,225000,Tennessee
2017-09,269000,Texas
2017-09,329000,Utah
2017-09,249000,Vermont
2017-09,298000,Virginia
2017-09,350000,Washington
2017-09,150000,West Virginia
2017-09,194900,Wisconsin
2017-09,239000,Wyoming
2017-10,192394,Alabama
2017-10,275000,Alaska
2017-10,269990,Arizona
2017-10,164900,Arkansas
2017-10,499990,California
2017-10,407032.5,Colorado
2017-10,309900,Connecticut
2017-10,275000,Delaware
2017-10,560000,District of Columbia
2017-10,279900,Florida
2017-10,239000,Georgia
2017-10,599000,Hawaii
2017-10,269000,Idaho
2017-10,210900,Illinois
2017-10,166500,Indiana
2017-10,168999,Iowa
2017-10,170000,Kansas
2017-10,169999,Kentucky
2017-10,204900,Louisiana
2017-10,229900,Maine
2017-10,3.00E+05,Maryland
2017-10,419900,Massachusetts
2017-10,169000,Michigan
2017-10,248900,Minnesota
2017-10,176697.5,Mississippi
2017-10,169000,Missouri
2017-10,299000,Montana
